,x1,x2,y
0,-4.626272399418209,-6.658987755393695,0
1,-7.789639922884501,0.26251863000038334,0
2,-8.73967767154028,1.5377575102579235,0
3,-2.546441430702284,-7.705224308651032,0
4,-2.7515062777348387,-7.940186837506767,0
5,0.3034396527209502,5.969639346516902,0
6,-5.920223837515138,1.3392103220022948,1
7,-7.555594498186166,0.7338464156209037,1
8,5.995393106853706,-4.607814909980435,0
9,1.46561328209907,4.338938969396899,1
10,2.4405242549065145,-7.514243244997374,1
11,-0.5536675657637986,-7.975316055731834,0
12,-2.0158286122414837,-9.730882826581164,0
13,-5.687931999591973,-2.624311020772267,1
14,-4.168320509236721,-4.974286086441969,1
15,6.619949692706418,-3.1201932985867225,0
16,2.165081199472232,1.7535584689785413,1
17,-7.899571325039082,3.398367502954928,0
18,-3.1946827474743804,-5.297951726476272,0
19,0.33819285863172005,-3.656561698324842,1
20,3.674030957451143,2.6677741525424334,1
21,-2.926902520203656,-8.92971446923138,0
22,3.3959763150721924,-1.5721001195275897,1
23,2.9207608407069863,3.971003448681851,1
24,0.8753446919379857,-7.680017284196213,1
25,-7.52546347394924,3.093145063153368,0
26,3.644690798838589,5.9448279244606175,0
27,-3.570909028936771,-8.25921925387344,0
28,4.020653300857066,0.7597853962444966,1
29,-2.2543031257175135,7.4847130071974135,0
30,-5.493219413196762,1.648627202889156,1
31,7.939070867767451,2.234633894405454,1
32,5.4524631042517555,7.835732505851817,1
33,-6.706937574689276,-2.783115414560772,0
34,-8.891186761169017,4.539962572039619,0
35,-0.07846070496205652,7.985236284374989,0
36,-0.5075432455396496,2.1411708762882196,1
37,4.336856981796068,1.3869275933627443,1
38,1.187880324825011,3.8246196249038693,1
39,8.821549328223316,-3.0001745640984137,0
40,-4.254608810300452,2.3661362749008257,1
41,-8.19774653393168,-1.8060510253637503,0
42,2.4939960079887573,-4.3602680049182245,1
43,1.5422660194329914,1.372029385535123,1
44,-5.072510125198557,-1.0945154164208335,1
45,-3.034789800104321,-9.493834606389273,0
46,0.13500090102432455,-2.9280918620237513,1
47,8.659512329854712,1.7617676259349662,0
48,-6.616265135168606,-4.878174809749938,0
49,6.781041056804618,6.908297058915384,1
50,2.35200945689537,7.553796746898509,0
51,1.872290951559879,-9.746006386445016,0
52,-1.453546063679821,3.2347992306131372,1
53,-0.68623172240407,2.605417100466468,1
54,7.73234478893106,-3.875837573426488,1
55,8.677815584573995,-2.1457532050377046,0
56,2.2500229702165293,5.336207373054553,1
57,-5.522873385202526,-7.699917231417215,0
58,4.157801550831717,5.023149314622566,1
59,2.895958150810079,-7.743469224632485,0
60,0.45340362402546464,-7.779245313960401,1
61,4.891088261531407,7.217737940553788,1
62,-1.4978430015747088,-3.2273443905234576,1
63,-6.9298870519494065,-1.101096488849736,0
64,-5.451377882142489,1.3174238668150595,0
65,-9.650454818374115,1.8021792158163876,0
66,-0.7324934376002226,6.926099627292208,1
67,-6.12830173998212,-4.177646563114119,0
68,-6.848508851227371,-4.517775589433863,0
69,4.131323210967025,-2.2455869330989646,1
70,1.0493480978392495,7.647317768783132,0
71,4.2876620858321495,2.649801368916902,1
72,1.6697132442473797,6.360040031428819,0
73,6.791126373713646,2.236339391002607,1
74,3.367814808607939,2.7088016450343098,1
75,9.278261551406771,0.9657841967704653,0
76,-0.8264477108377816,5.252260661000437,1
77,-1.2395251384547201,-0.4682157297238116,1
78,-6.563900690092526,2.3671832932196715,0
79,-1.8049353297026456,-4.2451631949368425,1
80,-9.620363975538744,2.1120369778407,0
81,8.882952541220618,4.378798590483316,0
82,-8.948535036426684,3.187960657573936,0
83,5.033217142021796,-6.1333031335565895,1
84,3.882059130295214,1.4422748408607697,1
85,-1.707203477233367,-7.1662924233967225,0
86,4.404061560318564,-5.27658738502037,0
87,4.1272956642542,8.723143919021075,0
88,6.341960677719306,-1.712837555112464,1
89,5.599837517349608,-6.465387291301422,0
90,-2.138212425983625,0.3707739243464109,1
91,6.021862519618054,2.750994610438503,0
92,-2.4697372957615125,9.351790598631947,0
93,1.7753061644254209,2.9741831690369787,1
94,9.179732776795834,-1.0878808235235555,0
95,4.846633789411713,-7.031219016556524,0
96,8.262652084579049,1.0292124320709677,0
97,7.856842413752748,0.5223704607462912,0
98,5.901242971280962,-4.041075721264625,1
99,-2.180946747150774,4.716823383159346,1
100,7.325075135773381,-1.4981981236464206,1
101,0.365050509449965,-2.484450534182384,1
102,3.6667776123740947,2.5886853846047306,1
103,7.267010736683695,0.24035598461147392,0
104,6.147417546313384,3.6205882919842574,1
105,-0.8928197228756213,-6.48116386572908,1
106,3.4059946979350695,-9.384612702832703,0
107,7.919153908722901,1.4742171929272716,0
108,-7.773427132482262,-2.7293588338061374,0
109,-2.118983979606064,-0.18667014993622716,1
110,0.8938859129557696,-8.06890636736867,0
111,-7.226893015255943,2.197442941231123,0
112,1.1221681718966041,-6.516688135781008,0
113,-2.296557353133909,0.36154364574478015,1
114,8.833893180005997,-2.7868378432753564,0
115,6.118964070313967,7.728331454581476,0
116,-8.219907359738203,3.664499704562496,0
117,4.650622695806419,-0.8937233222893952,1
118,-8.282622558425588,1.986251442461282,0
119,-9.567456580529452,-1.2567236497639114,0
120,1.3575822677816005,-1.2024303176124436,1
121,-4.732809672611679,6.632182494238488,1
122,-4.773690493672377,0.25023185524491265,1
123,6.2872894185207215,-2.270790896664229,1
124,-4.389388205636929,-2.1930493407229057,1
125,-5.339926918597019,3.0799427054168564,1
126,4.100196976297584,3.635541831888101,1
127,0.4487445871841686,8.692557767811095,0
128,-4.12011878979045,4.706328084926324,0
129,-6.439940309971631,-3.8458720735094025,1
130,2.036871109467611,-9.317621823347741,0
131,3.633805146901833,-4.820419924278927,0
132,5.342163986893777,3.5214667740864045,0
133,-1.8530909337238965,4.330611775993148,1
134,-1.2211689621104567,-4.623946936861771,1
135,-4.67192151709125,8.108465911462808,0
136,-6.0325335081595775,-6.276146094879669,0
137,5.200218216037342,-4.4435666816039046,1
138,-1.0178294335499871,-0.3230643016152259,1
139,-5.046117416251376,-6.259520455159824,0
140,5.074174911809483,-4.666211825862682,0
141,-3.339225616794173,-7.17654345507368,0
142,-7.336351232945629,0.9192138257184649,0
143,-7.674769856691207,1.1564963756454647,0
144,-1.7837419026293182,2.964964499522129,1
145,-5.179861000836677,-7.071767724583663,0
146,6.4784244089618905,-6.097015603168038,0
147,0.9349939514261373,6.81656547337848,1
148,-5.511378412859296,-7.942174287507982,0
149,3.782525980789996,-1.214976652373848,1
150,1.7370543910857896,4.991735025486852,1
151,2.9609979569723808,-0.4047714016965168,1
152,6.398709174429484,-2.818456500857868,0
153,-4.435624794202639,7.950787088542083,0
